final IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id;company;product_series;part_number;converter_type;ac_voltage_input_min;ac_voltage_input_max;dc_voltage_input_min;dc_voltage_input_max;input_voltage_tolerance;power;is_regulated;regulation_voltage_range;efficiency;isolation_test_duration;isolation_test_unit_VDC;isolation_test_voltage_VDC;isolation_test_voltage_VAC;Isolation grade;voltage_output_1;voltage_output_2;voltage_output_3;i_out1;i_out2;i_out3;output_type;Load_regulation;Load_regulation_typ_max;Line_regulation;Accuracy;Package_Style;pin_count;mounting_type;connection_type;dimensions_unit;dimensions_length;dimensions_width;dimensions_height;protexc;protections;OVC_category;operating_temp_min;operating_temp_max;;Protection SCP;Protection OLP;Protection OVP;Protection OCP;Protection OTP;;Certification EN 60950-1;Certification UL 60950-1;Certification EN 50155;Certification EN 60601-1;Certification UL 60601-1;Certification EN 61010-1;Certification EN 61347-1;Certification EN 60601-1-2;Certification EN 60335-1;Certification EN 62368-1;Certification UL 62368-1;Certification IEC 60950-1
142;recom;RAC10-K/277;RAC10-12DK/277;AC/DC;85;305;;;;10;1;;82;60;VAC;4000;;;12;-12;;0,42;0,42;;Dual;;;;;;5;PCB Mount;THT;mm;52,5;27,4;23;UL62368-1,CSAC22.2No.62368-1-14,IEC/EN60950-1,IEC/EN60335-1,IEC/EN62368-1,EN62233,EN62477-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection;;-40;80;;;;;;;;;;;;;;;;;;;
143;recom;RAC10-K/277;RAC10-12SK/277;AC/DC;85;305;;;;10;1;;84;60;VAC;4000;;;12;;;0,84;;;Single;;;;;;4;PCB Mount;THT;mm;52,5;27,4;23;UL62368-1,CSAC22.2No.62368-1-14,IEC/EN60950-1,IEC/EN60335-1,IEC/EN62368-1,EN62233,EN62477-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection;;-40;80;;;;;;;;;;;;;;;;;;;
144;recom;RAC10-K/277;RAC10-15DK/277;AC/DC;85;305;;;;10;;;83;60;VAC;4000;;;15;-15;;0,34;0,34;;Dual;;;;;;5;PCB Mount;THT;mm;52,5;27,4;23;UL62368-1,IEC/EN60950-1,IEC/EN60335-1,IEC/EN62368-1,EN62233,EN62477-1;Short Circuit Protection (SCP),Over Voltage Protection (OVP),Over Load Protection (OLP);;-40;80;;;;;;;;;;;;;;;;;;;
145;recom;RAC10-K/277;RAC10-15SK/277;AC/DC;85;305;;;;10;1;;;60;VAC;4000;;;15;;;0,67;;;Single;;;;;;5;PCB Mount;THT;mm;52,5;27,4;23;UL62368-1,CSAC22.2No.62368-1-14,IEC/EN60950-1,IEC/EN60335-1,IEC/EN62368-1,EN62233,EN62477-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection;;-40;80;;;;;;;;;;;;;;;;;;;
146;recom;RAC10-K/277;RAC10-18SK/277;AC/DC;85;305;;;;10;;;;60;VAC;4000;;;18;;;0,56;;;Single;;;;;;4;PCB Mount;THT;mm;52,5;27,4;23;UL62368-1,CSAC22.2No.62368-1-14,IEC/EN60950-1,IEC/EN60335-1,IEC/EN62368-1,EN62233,EN62477-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection;;-40;80;;;;;;;;;;;;;;;;;;;
147;recom;RAC10-K/277;RAC10-24SK/277;AC/DC;85;305;;;;10;1;;84;60;VAC;4000;;;24;;;0,42;;;Single;;;;;;5;PCB Mount;THT;mm;52,5;27,4;23;UL62368-1,CSAC22.2No.62368-1-14,IEC/EN60950-1,IEC/EN60335-1,IEC/EN62368-1,EN62233,EN62477-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection;;-40;80;;;;;;;;;;;;;;;;;;;
148;recom;RAC10-K/277;RAC10-3.3SK/277;AC/DC;85;305;;;;10;1;;79;60;VAC;4000;;;3,3;;;2,5;;;Single;;;;;;4;PCB Mount;THT;mm;52,5;27,4;23;UL62368-1,CSAC22.2No.62368-1-14,IEC/EN60950-1,IEC/EN60335-1,IEC/EN62368-1,EN62233,EN62477-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection;;-40;80;;;;;;;;;;;;;;;;;;;
149;recom;RAC04-GA;RAC04-05SGA;AC/DC;85;305;;;;4;1;;72;60;VAC;3000;;;5;;;0,8;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;15;UL60950-1,IEC/EN60950-1,UL62368-1,IEC/EN62368-1,EN61558-1,EN61558-2-16,EN60335-1;Short Circuit Protection,Over Current Protection,Over Voltage Protection;;-40;85;;;;;;;;;;;;;;;;;;;
150;recom;RAC04-GA;RAC04-09SGA;AC/DC;85;305;;;;4;1;;77;60;VAC;3000;;;9;;;0,44;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;15;UL60950-1,IEC/EN60950-1,UL62368-1,IEC/EN62368-1,EN61558-1,EN61558-2-16,EN60335-1;Short Circuit Protection,Over Current Protection,Over Voltage Protection;;-40;85;;;;;;;;;;;;;;;;;;;
151;recom;RAC04-GA;RAC04-12SGA;AC/DC;85;305;;;;4;1;;78;60;VAC;3000;;;12;;;0,33;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;15;UL60950-1,UL62368-1,EN60950-1,EN62368-1,EN60335-1,EN61558-1,EN61558-2-16;Short Circuit Protection,Over Current Protection,Over Voltage Protection;;-40;85;;;;;;;;;;;;;;;;;;;
152;recom;RAC04-GA;RAC04-24SGA;AC/DC;85;305;;;;4;1;;80;60;VAC;3000;;;24;;;0,17;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;15;UL60950-1,IEC/EN60950-1,UL62368-1,IEC/EN62368-1,EN61558-1,EN61558-2-16,EN60335-1;Short Circuit Protection,Over Current Protection,Over Voltage Protection;;-40;85;;;;;;;;;;;;;;;;;;;
153;recom;RAC25-K/480;RAC25-05SK/480;AC/DC;85;528;;;;25;;;82;60;VAC;3600;;;5;;;5;;;Single;;;;;;6;PCB Mount;THT;mm;83,23;46,43;30,4;UL62368-1,EN62368-1,IEC62368-1,EN61010-1,EN60335-1,EN62233,EN55032;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
154;recom;RAC25-K/480;RAC25-12SK/480;AC/DC;85;528;;;;25;;;84;60;VAC;3600;;;12;;;2,08;;;Single;;;;;;6;PCB Mount;THT;mm;83,23;46,43;30,4;UL62368-1,EN62368-1,IEC62368-1,EN61010-1,EN60335-1,EN62233,EN55032,EN55035;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
155;recom;RAC25-K/480;RAC25-15SK/480;AC/DC;85;528;;;;25;1;;85;60;VAC;3600;;;15;;;1,67;;;Single;;;;;;6;PCB Mount;THT;mm;83,23;46,43;30,4;IEC/EN62368-1,UL62368-1,EN61010-1,EN60335-1,EN55032,CE;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
156;recom;RAC25-K/480;RAC25-24SK/480;AC/DC;85;528;;;;25;1;;87;60;VAC;3600;;;24;;;1,04;;;Single;;;;;;6;PCB Mount;THT;mm;83,23;46,43;30,4;UL62368-1,IEC62368-1,EN62368-1,EN61010-1,EN60335-1,EN62233,EN55032;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
157;recom;R1M;R1M-1205D/SMD;DC/DC;;;4,5;18;;1;1;;;60;VDC;1600;;;5;-5;;;;;Dual;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
158;recom;R1M;R1M-1205S/SMD;DC/DC;;;4,5;18;;1;1;;79;60;VDC;1600;;;5;;;0,2;;;;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
159;recom;R1M;R1M-1209S/SMD;DC/DC;;;4,5;18;;1;1;;79;60;VDC;1600;;;9;;;;;;Single;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
160;recom;R1M;R1M-1212D/SMD;DC/DC;;;4,5;18;;1;1;;;60;VDC;1600;;;12;-12;;;;;Dual;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
161;recom;R1M;R1M-1212S/SMD;DC/DC;;;4,5;18;;1;1;;81;60;VDC;1600;;;12;;;0,09;;;Single;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;;;-40;90;;;;;;;;;;;;;;;;;;;
162;recom;R1M;R1M-1215D/SMD;DC/DC;;;4,5;18;;1;1;;81;60;VDC;1600;;;15;-15;;;;;Dual;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
163;recom;R1M;R1M-1215S/SMD;DC/DC;;;4,5;18;;1;1;;81;60;VDC;1600;;;15;;;0,07;;;Single;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
164;recom;R1M;R1M-1224S/SMD;DC/DC;;;4,5;18;;1;1;;80;60;VDC;1600;;;24;;;;;;Single;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
165;recom;R1M;R1M-123.3S/SMD;DC/DC;;;4,5;18;;1;1;;77;60;VDC;1600;;;3,3;;;0,3;;;Single;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
166;recom;R1M;R1M-2405D/SMD;DC/DC;;;9;36;;1;1;;77;60;VDC;1600;;;5;-5;;;;;Dual;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
167;recom;R1M;R1M-2405S/SMD;DC/DC;;;9;36;;1;1;;78;60;VDC;1600;;;5;;;0,2;;;Single;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
168;recom;R1M;R1M-2409S/SMD;DC/DC;;;9;36;;1;1;;;60;VDC;1600;;;9;;;;;;;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
169;recom;R1M;R1M-2412D/SMD;DC/DC;;;9;36;;1;1;;;60;VDC;1600;;;12;-12;;;;;Dual;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;;;;-40;90;;;;;;;;;;;;;;;;;;;
170;recom;R1M;R1M-2412S/SMD;DC/DC;;;9;36;;1;1;04:01;81;60;VDC;1600;;;12;;;;;;;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
171;recom;R1M;R1M-2415D/SMD;DC/DC;;;9;36;;1;1;;;60;VDC;1600;;;15;-15;;;;;Dual;;;;;;6;PCB Mount;SMD;mm;14,2;9,1;10,2;RoHS2;Short Circuit Protection;;-40;90;;;;;;;;;;;;;;;;;;;
172;recom;RAC03-SER/277;RAC03-05SER/277;AC/DC;85;305;;;;3;1;;70;60;VAC;3000;;;5;;;;;;Single;;;;;;4;Wired;Wire;mm;50,3;50,3;11;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
173;recom;RAC03-SER/277;RAC03-05SER/277-TRAY;AC/DC;85;305;;;;3;1;;70;60;VAC;3000;;;5;;;;;;Single;;;;;;4;Wired;Wire;mm;50,3;50,3;11;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
174;recom;RAC03-SER/277;RAC03-12SER/277;AC/DC;85;305;;;;3;1;;74;60;VAC;3000;;;12;;;0,25;;;Single;;;;;;4;Wired;Wire;mm;50,3;50,3;11;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024,EN55014;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
175;recom;RAC03-SER/277;RAC03-12SER/277-TRAY;AC/DC;85;305;;;;3;1;;74;60;VAC;3000;;;12;;;0,25;;;Single;;;;;;4;Wired;Wire;mm;50,3;50,3;11;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
176;recom;RAC03-SER/277;RAC03-24SER/277;AC/DC;85;305;;;;3;1;;76;60;VAC;3000;;;24;;;0,125;;;Single;;;;;;4;Wired;Wire;mm;50,3;50,3;11;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024,EN55014;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
177;recom;RAC03-SER/277;RAC03-24SER/277-TRAY;AC/DC;85;305;;;;3;1;;76;60;VAC;3000;;;24;;;0,125;;;Single;;;;;;4;Wired;Wire;mm;50,3;50,3;11;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024,EN55014;Short Circuit Protection (SCP),Over Voltage Protection (OVP),Over Current Limit;;-40;85;;;;;;;;;;;;;;;;;;;
178;recom;RAC03-SER/277;RAC03-3.3SER/277;AC/DC;85;305;;;;3;1;;68;60;VAC;3000;;;3,3;;;0,9;;;Single;;;;;;4;Wired;Wire;mm;50,3;50,3;11;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024;Short Circuit Protection (SCP),Over Voltage Protection (OVP),Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
179;recom;RAC03-SER/277;RAC03-3.3SER/277-TRAY;AC/DC;85;305;;;;3;1;;;60;VAC;3000;;;3,3;;;0,9;;;Single;;;;;;4;Wired;Wire;mm;50,3;50,3;11;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024;Short Circuit Protection (SCP),Over Voltage Protection (OVP),Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
180;recom;RAC02-GA;RAC02-05SGA;AC/DC;85;264;;;;2;1;;63;60;VAC;3000;;;5;;;0,4;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL60950-1,EN60950-1,IEC60950-1,UL62368-1,EN62368-1,IEC62368-1,EN60335-1;Short Circuit Protection,Over Current Protection;;-25;80;;;;;;;;;;;;;;;;;;;
181;recom;RAC02-GA;RAC02-12SGA;AC/DC;85;264;;;;2;1;;68;60;VAC;3000;;;12;;;0,167;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL62368-1,EN62368-1,EN60950-1,EN60335-1,EN55032,EN55024;Short Circuit Protection,Over Current Protection;;-25;70;;;;;;;;;;;;;;;;;;;
182;recom;RAC02-GA;RAC02-15SGA;AC/DC;85;264;;;;2;1;;63;60;VAC;3000;;;15;;;0,14;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;CB,CE,EN55032,EN55024,EN60335-1,EN60950-1,EN62368-1,UL62368-1;Short Circuit Protection,Over Current Protection;;-25;80;;;;;;;;;;;;;;;;;;;
183;recom;RAC02-GA;RAC02-24SGA;AC/DC;85;264;;;;2;1;;63;60;VAC;3000;;;24;;;0,083;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL60950-1,IEC60950-1,EN60950-1,UL62368-1,IEC62368-1,EN62368-1,EN60335-1;Short Circuit Protection,Over Current Protection;;-25;80;;;;;;;;;;;;;;;;;;;
184;recom;RAC02-GA;RAC02-3.3SGA;AC/DC;85;264;;;;2;1;;63;60;VAC;3000;;;3,3;;;0,5;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL60950-1,EN60950-1,IEC60950-1,UL62368-1,EN62368-1,EN60335-1;Short Circuit Protection,Over Current Protection;;-25;70;;;;;;;;;;;;;;;;;;;
185;recom;RACM30-K/277;RACM30-05SK/277;AC/DC;85;305;;;;30;1;;86;60;VAC;4000;;;5;;;6;;;Single;;;;;;5;PCB Mount;THT;mm;52,5;40;25,5;CE,UL,cUL,CB,RoHS;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
186;recom;RACM30-K/277;RACM30-05SK/277;AC/DC;85;305;;;;30;;;86;60;VAC;4000;;;5;;;6;;;Single;;;;;;4;PCB Mount;THT;mm;76,2;38,1;25;UL,CE,CB,RoHS,REACH;;;-40;90;;;;;;;;;;;;;;;;;;;
187;recom;RACM30-K/277;RACM30-05SK/277;AC/DC;85;305;;;;30;;;86;60;VAC;4000;;;5;;;6;;;Single;;;;;;4;Panel Mount;THT;mm;84,7;40;33;CE,UL,cUL,CB,RoHS,REACH;;;-40;90;;;;;;;;;;;;;;;;;;;
188;recom;RACM30-K/277;RACM30-05SK/277/W;AC/DC;85;305;;;;30;;;86;60;VAC;4000;;;5;;;6;;;Single;;;;;;4;PCB Mount;Wire;mm;52,5;40;25,5;CE,UL,cUL,CB,IEC/EN62368-1,IEC/EN60601-1,IEC/EN61010-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
189;recom;RACM30-K/277;RACM30-12DK/277;AC/DC;85;305;;;;30;;;86;60;VAC;4000;;;12;-12;;1,25;1,25;;Dual;;;;;;5;PCB Mount;THT;mm;52,5;40;25,5;CE,UL,cUL,CB,RoHS;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
190;recom;RACM30-K/277;RACM30-12DK/277/OF;AC/DC;85;305;;;;30;;;86;60;VAC;4000;;;12;-12;;1,25;1,25;;Dual;;;;;;5;PCB Mount;THT;mm;76,2;38,1;25;CE,UL,cUL,CB;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
191;recom;RACM30-K/277;RACM30-12SK/277;AC/DC;85;305;;;;30;;;90;60;VAC;4000;;;12;;;2,5;;;Single;;;;;;4;PCB Mount;THT;mm;52,5;40;25,5;CE,UL,cUL,CB,IEC/EN62368-1,IEC/EN60601-1,IEC/EN61010-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
192;recom;RACM30-K/277;RACM30-12SK/277;AC/DC;85;305;;;;30;;;90;60;VAC;4000;;;12;;;2,5;;;Single;;;;;;4;PCB Mount;THT;mm;76,2;38,1;25;CE,UL,cUL,CB,RoHS;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
193;recom;RACM30-K/277;RACM30-12SK/277/PMP;AC/DC;85;305;;;;30;;;90;60;VAC;4000;;;12;;;2,5;;;Single;;;;;;4;Panel Mount;Terminal;mm;84,7;40;33;CE,UL,cUL,CB,RoHS;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
194;recom;RACM30-K/277;RACM30-12SK/277;AC/DC;85;305;;;;30;;;90;60;VAC;4000;;;12;;;2,5;;;Single;;;;;;4;PCB Mount;THT;mm;52,5;40;25,5;CE,UL,cUL,CB,IEC/EN62368-1,IEC/EN60601-1,IEC/EN61010-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
195;recom;RACM30-K/277;RACM30-15DK/277;AC/DC;85;305;;;;30;;;86;60;VAC;4000;;;15;-15;;1;1;;Dual;;;;;;5;PCB Mount;THT;mm;52,5;40;25,5;CE,UL,cUL,CB,IEC/EN62368-1,IEC/EN60601-1,IEC/EN61010-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
196;recom;RACM30-K/277;RACM30-15DK/277;AC/DC;85;305;;;;30;;;86;60;VAC;4000;;;15;-15;;1;1;;Dual;;;;;;5;PCB Mount;THT;mm;76,2;38,1;25;CE,UL,cUL,CB,IEC,EN,RoHS;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
197;recom;RACM30-K/277;RACM30-15SK/277;AC/DC;85;305;;;;30;;;90;60;VAC;4000;;;15;;;2;;;Single;;;;;;4;PCB Mount;THT;mm;52,5;40;25,5;EN60335-1,EN62368-1,IEC61010-1,IEC60601-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
198;recom;RACM30-K/277;RACM30-15SK/277;AC/DC;85;305;;;;30;;;90;60;VAC;4000;;;15;;;2;;;Single;;;;;;4;PCB Mount;THT;mm;76,2;38,1;25;EN62368-1,IEC60601-1,EN60335-1,CE,UL,cUL;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
199;recom;RACM30-K/277;RACM30-15SK/277;AC/DC;85;305;;;;30;;;90;60;VAC;4000;;;15;;;2;;;Single;;;;;;5;Panel Mount;Terminal;mm;84,7;40;33;CE,UL,cUL,CB,RoHS;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
200;recom;RACM140E-K;RACM140E-36SK;AC/DC;80;264;;;;136,8;1;;90;60;VAC;4200;;;36;;;3,8;;;Single;;;;;;4;PCB Mount;THT;mm;147;81,5;38;CB,CE,EN55032,EN60335-1,EN60601-1,EN60601-1-2,EN62368-1,UL60601-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
201;recom;RACM140E-K;RACM140E-12SK;AC/DC;80;264;;;;140;1;;86;60;VAC;4200;;;12;;;;;;;;;;;;4;PCB Mount;Terminal;mm;147;81,5;38;CB,CE,EN55032,EN60335-1,EN60601-1,EN60601-1-2,EN62368-1,UL60601-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
202;recom;RACM140E-K;RACM140E-12SK;AC/DC;80;264;;;;140;1;;86;60;VAC;4200;;;12;;;11,6;;;;;;;;;4;PCB Mount;THT;mm;147;81,5;38;CB,CE,EN55032,EN60335-1,EN60601-1,EN60601-1-2,EN62368-1,UL60601-1;;;-40;90;;;;;;;;;;;;;;;;;;;
203;recom;RACM140E-K;RACM140E-15SK;AC/DC;80;264;;;;140;1;;87;60;VAC;4200;;;15;;;;;;Single;;;;;;4;PCB Mount;THT;mm;147;81,5;38;CB,CE,EN55032,EN60335-1,EN60601-1,EN60601-1-2,EN62368-1,UL60601-1;;;-40;90;;;;;;;;;;;;;;;;;;;
204;recom;RACM140E-K;RACM140E-24SK;AC/DC;80;264;;;;140;1;;88;60;VAC;4200;;;24;;;;;;Single;;;;;;4;PCB Mount;THT;mm;147;81,5;38;CB,CE,EN55032,EN60335-1,EN60601-1,EN60601-1-2,EN62368-1,UL60601-1;;;-40;90;;;;;;;;;;;;;;;;;;;
205;recom;RACM140E-K;RACM140E-24SK;AC/DC;80;264;;;;140;1;;88;60;VAC;4200;;;24;;;;;;Single;;;;;;4;PCB Mount;THT;mm;147;81,5;38;CB,CE,UL,EN60601-1,EN60335-1,EN62368-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
206;recom;RACM140E-K;RACM140E-48SK;AC/DC;80;264;;;;140;;;90;60;VAC;4200;;;48;;;2,9;;;Single;;;;;;4;PCB Mount;Terminal;mm;147;81,5;40;CB,CE,EN55032,EN60335-1,EN60601-1,EN60601-1-2,EN62368-1,UL60601-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
207;recom;RACM140E-K;RACM140E-48SK;AC/DC;80;264;;;;140;1;;90;60;VAC;4200;;;48;;;;;;;;;;;;4;PCB Mount;THT;mm;147;81,5;38;CB,CE,UL,EN60601-1,EN62368-1,EN60335-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
208;recom;RPA100H-RUW;RPA100H-11012SRUW/N;DC/DC;;;16,5;140;;100;1;10:01;90;60;VDC;4242;;;12;;;8,5;;;Single;;;;;;10;PCB Mount;THT;mm;60,6;63,1;13;UL60950-1,IEC/EN60950-1,EN50155,CE;Over Voltage Protection (OVP),Over Current Protection (OCP),Over Temperature Protection (OTP);;-40;100;;;;;;;;;;;;;;;;;;;
209;recom;RPA100H-RUW;RPA100H-11012SRUW/P;DC/DC;;;16,5;140;;100;1;10:01;90;60;VDC;4242;;;12;;;8,5;;;Single;;;;;;10;PCB Mount;THT;mm;60,6;63,1;13;UL60950-1,IEC/EN60950-1,CE,EN50155;Over Voltage Protection,Over Current Protection,Over Temperature Protection;;-40;100;;;;;;;;;;;;;;;;;;;
210;recom;RPA100H-RUW;RPA100H-11015SRUW/N;DC/DC;;;16,5;140;;100;1;10:01;93;60;VDC;4242;;;15;;;6,7;;;Single;;;;;;10;PCB Mount;THT;mm;60,6;63,1;13;UL60950-1,IEC/EN60950-1,CE,EN50155;Over Voltage Protection,Over Current Protection,Over Temperature Protection;;-40;97;;;;;;;;;;;;;;;;;;;
211;recom;RPA100H-RUW;RPA100H-11015SRUW/P;DC/DC;;;16,5;140;;100;1;10:01;93;60;VDC;4242;;;15;;;6,7;;;Single;;;;;;10;PCB Mount;THT;mm;60,6;63,1;13;UL60950-1,IEC/EN60950-1,CE,EN50155;Over Voltage Protection,Over Current Protection,Over Temperature Protection;;-40;100;;;;;;;;;;;;;;;;;;;
212;recom;RPA100H-RUW;RPA100H-11024SRUW/N;DC/DC;;;16,5;140;;100;1;10:01;88;60;VDC;4242;;;24;;;4,2;;;Single;;;;;;10;PCB Mount;THT;mm;60,6;63,1;13;UL60950-1,IEC/EN60950-1,CE,CB,EN50155;Over Voltage Protection,Over Current Protection,Over Temperature Protection;;-40;100;;;;;;;;;;;;;;;;;;;
213;recom;RPA100H-RUW;RPA100H-11024SRUW/P;DC/DC;;;16,5;140;;100;1;10:01;88;60;VDC;4242;;;24;;;4,2;;;Single;;;;;;10;PCB Mount;THT;mm;60,6;63,1;13;UL60950-1,IEC/EN60950-1,CE,CB,EN50155;Over Voltage Protection (OVP),Over Current Protection (OCP),Over Temperature Protection (OTP);;-40;100;;;;;;;;;;;;;;;;;;;
214;recom;RPA100H-RUW;RPA100H-11048SRUW;DC/DC;;;16,5;140;;100;1;10:01;90;60;VDC;4242;;;48;;;2,1;;;Single;;;;;;10;PCB Mount;THT;mm;60,6;63,1;13;UL60950-1,CAN/CSANo.60950-1-07,IEC/EN60950-1,EN50155,CB;Over Voltage Protection,Over Current Protection,Over Temperature Protection;;-40;100;;;;;;;;;;;;;;;;;;;
215;recom;RPA100H-RUW;RPA100H-11048SRUW;DC/DC;;;16,5;140;;100;1;10:01;90;60;VDC;4242;;;48;;;2,1;;;Single;;;;;;10;PCB Mount;THT;mm;60,6;63,1;13;UL60950-1,IEC/EN60950-1,CE,EN50155;Over Voltage Protection,Over Current Protection,Over Temperature Protection;;-40;97;;;;;;;;;;;;;;;;;;;
